text,comments_count
"👍 Нужно заменить неисправный проездной билет или перенести баланс с неработающей «Тройки» на новую? 

Сделать это можно в одном из 6 сервисных центров Московского транспорта, они:

🔹 работают на станциях БКЛ
🔹 доступны каждый день с 08:00 до 20:00, кроме праздников

Учащиеся могут получить здесь временный билет, который дают при перевыпуске карты москвича.

Всего с начала года специалисты сервисных центров помогли пассажирам по вопросам метро более 185 тыс. раз.",10
"🎊 Отметим День рождения ЦОМП на Северном речном вокзале!

Центр обеспечения мобильности пассажиров уже 11 лет помогает пассажирам, которым трудно передвигаться в городском транспорте самостоятельно. Каждый день наши инспекторы делают поездки проще и безопаснее.

В эту субботу, 12 октября, в честь дня рождения Центра подготовили для вас:

🔹 показательные выступления, мастер-классы и полосу препятствий с собаками-проводниками из [club198412053|Мудрый Пёс - Wise Dog] 
🔹 познавательную лекцию и интерактивы
🔹 творческие мастер-классы

Все мероприятия бесплатные. Ждем вас всей семьей на Северном речном вокзале! 💙",1
"Часто ли вы поднимаете голову в метро? Если нет, то советуем это исправить, там есть на что залипнуть 😍

Это безоблачное небо метро, сможете угадать на каких станциях были сделаны эти фото?",20
"❄️ Бархатный сезон заканчивается, а возможность «заморозить» годовой абонемент есть всегда! Это можно сделать в приложении «Метро Москвы». 

С начала года пассажиры воспользовались сервисом более 7 тыс. раз. 

Чтобы «заморозить» билет: 

🔹 привяжите «Тройку» с годовым абонементом к личному кабинету в приложении «Метро Москвы»
🔹 выберите «Единый» 365 дней и нажмите «Заморозить»
🔹 выберите даты
🔹 после окончания «заморозки» запишите продление на 14 дней удобным для вас способом

Проще всего это сделать на самих турникетах в метро или на МЦК.

Важно: воспользоваться функцией можно 1 раз на 14 дней за весь период действия билета.",5
"🎉 Еще одна «птичка» появилась на D4! 

Вторая по счету «Иволга 4.0» начала перевозить пассажиров четвертого диаметра. Это самая современная модификация городского российского электропоезда. 

От предыдущих моделей ее отличает наличие третьей двери в промежуточных вагонах. Благодаря этому:

🔹 пассажиры быстрее заходят в поезд и выходят из него
🔹 время стоянки поезда на станциях сокращается

Что еще есть в новом поезде:

🔹 система климат-контроля
🔹 адаптивное освещение
🔹 зарядки для смартфонов
🔹 эргономичные сиденья в стильном ежевично-сером дизайне",97
"☺️ «Мосты через время». Новая фотовыставка в честь 85-летия театра «Сатирикон» открылась на эскалаторной галерее на Воробьевых горах.

В торжественном мероприятии принял участие народный артист Российской Федерации и художественный руководитель театра Константин Райкин.

Посетить выставку можно до 31 октября.",6
"🚇 Почти половина парка метро — это поезда со сквозным проходом между вагонами. 

Сегодня в метрополитене уже 400 таких составов. Они вмещают больше пассажиров и позволяют пройти в нужный вагон, чтобы сэкономить время при выходе на станции. 

👍 Первым поездом со сквозным проходом в московском метро 10 лет назад стала модификация состава серии «Ока».

Первая линия, которую полностью укомплектовали поездами со сквозным проходом, — Таганско-Краснопресненская. Раньше здесь не хватало пассажирских мест. Эту проблему удалось решить в том числе благодаря полному обновлению парка. 

За годы межвагонные переходы увеличились. В самых современных составах все вагоны стали единым пространством. 

Ширина проходов в поездах:

🔹 «Ока» (модификация) — около 1 000 мм
🔹«Москва» — 1 020 мм
🔹 «Москва-2020» и «Москва-2024» — 1 600 мм",35
"Признавайтесь, сколько «Троек» у вас в коллекции? Делитесь фотографиями любимых в комментариях 👇🏻",55
"🚉 «Университет Дружбы Народов» Троицкой линии стала станцией с самым длинным названием в Московском метро — 24 знака без учета пробелов. 

Ранее этот титул принадлежал «Бульвару Адмирала Ушакова» Бутовской линии и «Бульвару Дмитрия Донского» Серпуховско-Тимирязевской линии: в них по 22 знака без пробелов.

✨ «ВДНХ» Калужской-Рижской линии, «ЦСКА» БКЛ и «Фили» Филевской линии остаются станциями с самыми короткими названиями среди станций метро без учета МЦК. Но они скоро потеряют лидирующее место в этом топе: завершается строительство «ЗИЛа» Троицкой линии.

Таким образом, на Троицкой линии будет не только станция с самым длинным названием в московском метро, но и с самым коротким.

Кстати, раньше в московском метро уже была станция с рекордно коротким названием из трех знаков. Нынешняя «Алексеевская» до 1966 года обозначалась на схемах как «Мир».",46
"✨ С открытием станции «Потапово» Сокольнической линии жителям Коммунарки стало проще добираться до крупнейших вузов столицы. 

Например, путь на метро от «Потапово» до учебных заведений на юго-западе Москвы занимает в среднем полчаса. 
 
Станция «Потапово» создала новые маршруты для более чем 200 тыс. жителей. После ее запуска мы дополнительно сократили интервалы движения поездов на южном участке Сокольнической линии. Теперь поезда здесь ходят в 1,5 раза чаще.",7
"🚉 На Троицкой линии для поддержания комфортной температуры работают 24 новых российских вентилятора. 

Чем они отличаются от предшественников:

🔹 Воздухообмен увеличили до 30%.
🔹 Летом новые вентагрегаты позволяют снизить температуру на станциях на несколько градусов, а зимой — сохранять тепло.
🔹 Современные вентиляторы надежнее и экономичнее. Они обладают улучшенными аэродинамическими характеристиками.

За температурой на всех станциях следят сотрудники Лаборатории микроклимата метро.",10
"Станция «Потапово» Сокольнической линии: больше 400 тыс. пассажиров за месяц работы 🥳
 
[https://vk.com/wall265870743_1322121|Как рассказал Мэр Москвы Сергей Собянин], она улучшила транспортную доступность Коммунарки и Южного Бутова. Теперь жители этих районов могут экономить в пути до 40 минут ежедневно.",55
"Вы «разблокировали» новых супергероев ⚡️

В День учителя мы вместе с [club103966263|Московским образованием] решили раскрыть секреты преподавателей: какие же суперсилы им помогают во время поездок в метро.",0
"Артисты проекта «Музыка в метро» — кто они? Это и молодые музыканты, которые учатся в школах, и опытные исполнители, которые преподают музыку. 

Ко Дню учителя они поделились своими историями. А мы рассказываем их вам в карточках 👇

И поздравляем всех преподавателей и учеников с праздником!",3
"«Своё Родное»: успейте посетить новую фотовыставку о фермерских хозяйствах России ✨

Вместе с Россельхозбанком мы открыли ее в переходе между станциями «Петровский парк» и «Динамо». 

Выставка посвящена проекту «Своё Родное», который:

🔹 помогает фермерам в продвижении их продукции
🔹 популяризирует развитие фермерских проектов, малого агробизнеса и фермерской продукции

Героями стали реальные люди, которые принимали участие в этом проекте. На фотостендах вы увидите фермеров с их продукцией, а также местность, где ее производят. 

Посмотреть фотографии можно будет до 11 ноября.",4
"Какого размера должен быть питомец, чтобы спокойно перевозить его в метро? 

Главное чтобы влез в переноску до 150 см (если это не собака-проводник). В честь Всемирного дня животных рассказываем, как безопасно и комфортно перевозить любимцев в метро. 

Делитесь фотографиями своих питомцев в комментариях 👇",4
"Совсем недавно рассказывали, что Правовой блок Московского метрополитена получил сразу два призовых места. У нас новое достижение 🎉

Директор по правовым вопросам и управлению интеллектуальной собственностью Московского метрополитена Андрей Лебедев стал первым в одноименной номинации категории «Транспорт». Рейтинг «Топ-1000 российских менеджеров» представили ассоциация менеджеров и издательский дом «Коммерсантъ»

👉 Поздравляем коллегу и желаем дальнейших успехов!

Наши юристы уже побеждали в номинации «Эффективное взаимодействие с органами государственной власти» и занимали 2-е место в конкурсе «Эффективная претензионно-исковая работа» от юридического журнала Legal Insight в премии «Лучшие юридические департаменты России 2024».",5
"6,3 тыс. административных постановлений вынесли работники Организатора перевозок нелегальным продавцам за 9 месяцев этого года. 

Чаще всего незаконные торговцы встречались у станций:

🔹 «Домодедовская»
🔹 «Текстильщики»
🔹 «Теплый Стан»
🔹 «Сходненская»
🔹 «Дубровка»

Работники Организатора перевозок следят за тем, чтобы на остановках, станциях и транспортных хабах не было случаев незаконной торговли.

❗️ Напоминаем, что торговать можно только в официальных точках и магазинах. За нелегальную торговлю выписывают штраф в 5 тыс. руб. Если неправомерной деятельностью занимается индивидуальный предприниматель, то штраф составляет 50 тыс. руб., а юрлицо — 500 тыс. руб.",16
"Итак, немного мемов с уже легендарным бегемотиком от Московского метро.

Свои любимые картинки из интернета присылайте в комментарии 😏",17
"Единому диспетчерскому центру столичного метро — 5 лет 🎉
 
[https://vk.com/mossobyanin?from=search&w=wall265870743_1321126|Как рассказал Мэр Москвы Сергей Собянин], 900 специалистов обеспечивают безопасную и бесперебойную работу всего городского рельсового транспорта: метро, трамваев, МЦД и МЦК.",6
"🥰 После открытия «Потапово» местные жители стали добираться до метро в 2,5 раза быстрее. 
 
Рядом со станцией живут более 50 тыс. человек, большинство — в ЖК «Бутовские аллеи», «Скандинавия-ЮГ» и «Бунинские луга». Теперь до метро они могут дойти пешком. Как улучшилась транспортная доступность этих новостроек с вводом новой станции, можно проверить в сервисе «Узнай про ЖК». 
 
Также благодаря «Потапово»: 
 
🔹 новые маршруты появились у более чем 200 тыс. москвичей 
🔹 можно экономить до 40 мин. ежедневно 
🔹 интервалы на южном участке Сокольнической линии сократились в 1,5 раза, там появилось больше составов",28
"🖼 «Миры мастера Эрьзи»! Приглашаем вас на новую выставку детского творчества в честь советского художника и скульптора. 
 
В переходе между станциями «Проспект Вернадского» БКЛ и Сокольнической линии вы сможете посмотреть выставку детского творчества.  
 
Здесь вы найдете фотографии лучших работ юных мастеров. Их ребята создали по мотивам жизни советского мастера Степана Эрьзи в рамках международного детского конкурса, который проводит Международный фонд искусств имени С. Д. Эрьзи. 
 
Посетить выставку и полюбоваться работами можно будет до 15 октября. Ждем всех!",0
"🚄 Уже прошел месяц с начала учебного года. Многие из студентов доезжают до вузов и колледжей по МЦД. В пути они могут подготовиться к семинару, послушать любимый плейлист или просто расслабиться.

Мы пообщались со студентами, которые каждый день выбирают диаметры для своих поездок. Теперь мы точно знаем, МЦД — это про молодость, свободу и ритм большого города.

Поехали с нами? ❤",10
"«Достоевская» – тринадцатая станция Кольцевой линии ✨
 
[https://vk.com/wall-155678228_12085|Как рассказал Сергей Собянин], спустя 70 лет мы строим новую станцию на Кольцевой линии. «Достоевская» будет размещена между «Проспектом Мира» и «Новослободской» и даст дополнительную пересадку на Люблинско-Дмитровскую линию.",51
"🎨 Более 90% участников голосования поддержали проект «Искусство в метро». 

В голосовании, которое провели вместе с «Активным гражданином», приняли участие более 270 тыс. жителей города. 

Москвичи также поделились тем, что хотели бы видеть в рамках проекта. Лидерами стали: 

🔹 выставки 
🔹 мастер-классы
🔹 мероприятия для художников на открытом воздухе

«По поручению Мэра Москвы Сергея Собянина мы не только делаем Московский метрополитен безопасным и комфортным, но и развиваем его как культурную площадку. Вместе с проектом «Активный гражданин» провели голосование среди москвичей, чтобы узнать их мнение о проекте «Искусство в метро». Благодарим жителей столицы за участие!» — рассказал Максим Ликсутов.

Проект «Искусство в метро» запустили Московский метрополитен и Объединение «Выставочные залы Москвы» в апреле этого года. Совсем недавно открыли 5-ю площадку на станции «Комсомольская» Кольцевой линии. Если вы художник и хотите принять участие в проекте, оставьте заявку тут (art.mosmetro.ru).",5
"🎭 К 100-летию Театра сатиры мы открыли фотовыставку в метро. 

Экспозиция «Век Сатиры» расположена в переходе между станциями «Савеловская» Серпуховско-Тимирязевской линии и БКЛ. 

На выставке вы узнаете об актерах и режиссерах, которые создавали Театр сатиры, а также о тех, кто определяет его жизнь сейчас.

Среди них:

🔹 народные артисты РСФСР Андрей Миронов и Александр Ширвиндт
🔹 народный артист СССР, выдающийся театральный режиссер, актер и педагог Валентин Плучек 
🔹 народные артисты России Алена Яковлева, Юрий Васильев 
🔹 художественный руководитель Театра сатиры, народный артист России Евгений Герасимов

А еще на выставке вы увидите уникальные фотографии известных постановок Театра сатиры.

Пассажиры могут посетить экспозицию до 31 октября.",0
"Схема московского метро, только 1970-х. 

Если сравнивать две фотографии, можно заметить, что за десятилетие «усики» распрямились, а овал превратился в узнаваемое кольцо 💍",75
"🚉 В начале сентября открыли новую Троицкую линию и станцию «Потапово» Сокольнической линии.

Поездки стали удобнее для сотен тысяч москвичей, а многие районы теперь гораздо доступнее.

Об этом и многом другом — в программе РБК «Московский транспорт», посвященной запуску новых станций (vk.cc/cBHE0a).",5
"Сегодня Московскому академическому театру сатиры исполняется 100 лет! В честь этого мы выпустили проездные «Единый».

Купить их можно в кассах и автоматах по продаже билетов Московского метро.",3
"Время! Время подвести итоги нашего [https://vk.com/wall-70228347_304602|конкурса] с [club34202590|Комиксы BUBBLE] 💙

Объявляем победителей:

[id249938942|Соня Ферчик]
 [id515092620|Дарья Калигина]
 [id593440244|Варя Шалагинова]
 [id157230910|Екатерина Густова]
 [id590767038|Ангелина Остудина] 

✨ Потрясающих рисунков было так много, что мы не смогли выбрать всего пятерых победителей. Поэтому мы подготовили несколько специальных призов для еще пятерых художников:

[id409280611|Мириэль Морган]
[id547682062|Ксения Байкова] 
[id116169113|Ольга Павловская] 
[id228829088|Лизавета Позиненко] 
[id631001648|Liza Kuzmina]

Спасибо всем за участие. Откройте свои личные сообщения, чтобы представитель сообщества смог связаться с вами!",39
"💍 Стартовал осенний свадебный сезон на «Маяковской»

Две свадебные церемонии в Московском метро провели сотрудники столичных ЗАГСов в ночь с 28 на 29 сентября. Перед торжеством платформу украсили свадебной аркой. 

После бракосочетания молодожены провели фотосессии в 2 поездах — «Номерном» и современном составе «Москва-2024».

👉 Подать заявление на проведение торжественной церемонии на станции метро «Маяковская» можно лично во Дворце бракосочетания №1.",16
"В метро станет еще больше пересадок. Рассказываем об этом с помощью информационных баннеров.

На станции «Новомосковская» (ранее «Коммунарка»)  Сокольнической линии на месте будущей пересадки разместили информационный баннер. На нем изобразили интерьер одноименной строящейся станции Троицкой линии. 

Похожий дизайн баннеров вы могли видеть ранее:

🔹 во время реставрации барельефов на станции «Новокузнецкая»
🔹 при строительстве подземной пересадки на станциях «Электрозаводская» и «Авиамоторная»
🔹 во время строительства станции «Новаторская» Троицкой линии",29
"Напоминание: самое важное — это ✨закончить день позитивным видео✨

На этой неделе Большой московский государственный цирк устроил настоящее представление в метро! Смотрите 👇",3
"Вы просили? Вы ждали?
Они возвращаются!

😎 Пендельтюры! От создателей вестибюлей и турникетов. Всем, кто успел замерзнуть этой осенью.

Мы начали готовить метро к зимнему сезону, чтобы ваши поездки были комфортными в любую погоду. Каждую осень мы:

🔹 Возвращаем около 6 тыс. вторых вестибюльных дверей. До конца октября установим их на всех станциях. 
🔹 Проверяем воздушно-тепловые завесы. Они находятся на входах и выходах на станциях и обеспечивают нагрев воздуха. 
🔹 При наступлении холодов переводим тоннельную вентиляцию и кондиционеры в поездах на зимний режим работы.",53
"👷🏻‍♂️ В Москве продолжают работы по редевелопменту бывших промышленных зон «Калошино» на востоке столицы и «Люблино» на юго-востоке. Так мы создаем новый городской ландшафт — с современными кварталами и хорошей транспортной доступностью.

[https://vk.com/wall265870743_1319359|Как рассказал Мэр Москвы Сергей Собянин], транспортную доступность к ним обеспечивают станции МЦД «Депо», «Перерва» и «Курьяново», МСД со съездом на Курьяновскую набережную, а также съезд с Иловайской улицы в сторону МСД.",9
"🖌 Мы расширяем проект «Искусство в метро». Теперь вы можете встретить наших художников на станции «Комсомольская». 

Совсем недавно стартовал 2-й сезон проекта «Искусство в метро», который мы проводим вместе с Объединением «Выставочные залы Москвы». Его участниками стали около 250 художников. Их можно встретить на станциях:

🔹 «Киевская»
🔹 «Комсомольская» и «Парк культуры»
🔹 «Достоевская» и «Римская»",0
"Зеленый чай, пион, а может быть, свежескошенная трава? 

Рассказываем, какие ароматы можно услышать в Московском транспорте:

🔹 на Северном речном вокзале и Филевской линии метро — зеленый чай и красные фрукты
🔹 в транспортном хабе «Деловой центр» — нежные и слегка терпкие бобы тонка
🔹 на регулярных речных электросудах — свежескошенную траву 
🔹 в транспортном хабе «Саларьево», на автовокзалах Северные ворота и Центральный, а также на эскалаторной галерее «Воробьевы горы» — сладость пионов

За каждый аромат пассажиры голосовали на стойках «Живое общение». Все отдушки гипоаллергенны и сертифицированы.",60
"🚇 Московское метро могло бы выглядеть иначе...

Вот такие варианты прокладки метро в Москве предлагали в начале 1930-х годов: эстакады из стали и железобетона.

На иллюстрациях Трубная и Самотечная площади, а также Сретенка.",9
"🚉 Студенческие отряды Москвы устроили танцевальный флешмоб в переходе между станциями «Новаторская» Большой кольцевой и Троицкой линий метро.

Их было легко узнать по характерной форме — куртке, которую носят члены студенческих отрядов. Во флешмобе приняли участие более 30 студентов из ведущих вузов Москвы.

В рамках сотрудничества Российских студенческих отрядов с Транспортным комплексом города Москвы и в честь открытия Троицкой линии Московского метрополитена молодёжь выступила под песню «Это всё РСО», посвящённую юбилею Российских студенческих отрядов. 

Делимся, как это было 👇",14
"🚉 Кофе, вода, снеки и зарядные устройства. Всё это вы можете купить в новых автоматах на Троицкой линии! 

На всех станциях новой линии установили более 20 вендинговых аппаратов и автоматов с арендой переносной зарядки. Их можно встретить на: 

🔹 «Тютчевской» (выход 1) 
🔹 «Генерала Тюленева» (выход 1-2)
🔹 «Университете Дружбы Народов» (выход 1) 
🔹 «Новаторской» (выходы 3-6 и 7-8)",12
"В честь юбилея ФК «Торпедо Москва» мы выпустили новую тематическую карту «Тройка» ⚽️

В этом году московскому «Торпедо» исполнилось 100 лет. Это один из старейших клубов нашей страны.

Мы поздравляем всех болельщиков команды и всех любителей футбола. 

Новые тематические карты можно приобрести во флагманских магазинах метро на станциях «Маяковская» и «Трубная», а также в интернет-магазине.",27
"У каждой станции метро есть своя история. 

Сегодня расскажем истории названий станций Троицкой линии 🚉",13
"Щит «София» начал строить новый тоннель на Рублево-Архангельской линии метро.

[https://vk.com/mossobyanin?from=search&w=wall265870743_1318478|Как рассказал Мэр Москвы Сергей Собянин], правый перегонный тоннель между станциями «Звенигородская» и «Шелепиха» протяжённостью 553 метра. «София» пройдет 349 метров, ещё 204 строителям предстоит пройти горным способом.",0
"🚇 В метро приняли 25-й самый современный поезд «Москва-2024». Он вышел на Замоскворецкую линию. 

Продолжается закупка инновационных составов у российского производителя. Всего за этот год планируется получить 36 поездов нового поколения. 

В них есть все для комфортных поездок:

🔹 улучшенная шумоизоляция
🔹 широкие двери
🔹 сквозной проход через весь состав
🔹 мощные климатические системы
🔹 USB и type-C разъемы на поручнях

Сейчас такие поезда курсируют по Замоскворецкой, а также на 100% составляют парк Троицкой линии.",111
Уже успели побывать на новых станциях Троицкой и Сокольнической линий? Делитесь впечатлениями 👇,16
"🎪 Артисты [club48016498|Большого Московского цирка] впервые выступили в метро.

Уникальное представление прошло на площадке проекта «Музыка в метро» на станции «Мичуринский проспект».

Пассажиры увидели: 

🔹 иллюзиониста Сергея Сафронова
🔹 групповое жонглирование
🔹 эквилибристов
🔹 акробатов на дорожке

А все номера сопровождал балет Большого Московского цирка! 

В представлении также принял участие художественный руководитель Большого Московского цирка, народный артист России Аскольд Запашный.

Смотрите, как это было 👇",6
"Это лето точно стало особенным – вы впервые смогли пересечь всю столицу без пересадок по D3 и D4. За три летних месяца пассажиры совершили более 103 млн поездок на МЦД. Это почти на 20% больше, чем за аналогичный период прошлого года.

Прогулки в парках, вейкборды, велосипеды до заката. Мы помогали вам успевать больше:

🔹 ощутить дух литературы в Переделкино и прогуляться по парку Кусково 
🔹 подняться на Останкинскую башню, а потом по D3 отправиться на сап-прогулку в Кратово
🔹 изучить историю шоколада в музее рядом с Митьково и поплавать в открытом бассейне в Зеленограде

Получить самые яркие эмоции можно без пересадок и за один день. Эти воспоминания точно будут согревать нас до следующего лета! 

Спасибо за ваши улыбки и за то, что каждый день выбираете МЦД для своих поездок ❤",8
Артисты Большого московского государственного цирка впервые в метро,48
"✨ Женская бригада во время грандиозного строительства московского метрополитена.

Слева — бригадир Татьяна Федорова, которая позже станет замначальника Мосметро­строя.",4
"⭕️ В метро приняли еще 7 новых мотовозов. Всего приемочные испытания проходят уже 20 единиц. 

Мотовозы российского производства позволят повысить эффективность и качество обслуживания в метро.

Такие машины обычно выходят на работу ночью. Напомним, какие задачи они выполняют:

🔹 привозят рельсы на место ремонта путей и увозят старые 
🔹 помогают транспортировать сложное и тяжелое оборудование
🔹 доставляют на места сотрудников и инструменты
🔹 работают на строящихся участках метро, в том числе участвуют в промывке тоннелей",6
"«Кошечки-Собачки» исследуют Московский транспорт 😎

Речкин, Метроша и Электробусик перенесутся на экраны телевизора — телеканал «МУЛЬТ» впервые представит героев Московского транспорта в мультсериале «Кошечки-Собачки. Милые песни». 

В серии Мия и Ден будут путешествовать по Москве, а Метроша, Электробусик и Речкин помогут им ориентироваться в столице. Юные зрители узнают, как безопасно путешествовать по городу и как пользоваться метро и наземным транспортом.

Не пропустите серию «Городской транспорт» 28 сентября в 12:05 и в 19:00 на телеканале «МУЛЬТ»!",13
"В московском метро сегодня 6 600 вагонов, больше 5 000 из них — составы нового поколения.
 
[https://vk.com/wall265870743_1317671|Как рассказал Мэр Москвы Сергей Собянин], к 2030 году мы планируем получить ещё порядка 2 тыс. вагонов, и доля новых поездов увеличится до 95%.",25
"Авиакомпании «Россия» 90 лет! В честь юбилея мы выпустили тематическую «Тройку».

На карте нарисован самолёт с графическим элементом в виде трёх мчащихся запряжённых лошадей — этот рисунок перекликается с изображением на карте «Тройка».

Как рассказал Максим Ликсутов, купить тематические карты можно во флагманских магазинах на станциях «Маяковская» и «Трубная» и в интернет-магазине метро.

Ждете возможности оплачивать перелеты картой «Тройка»?",8
"Строители метро в вагоне одного из первых поездов

Считается, что первыми пассажирами метрополитена стали сами метростроевцы. Одну из таких поездок запечатлел Иван Шагин в январе 1935 года.",0
"🤔 Внезапный вопрос знатокам: какой напиток лучше всего выбрать для поездки на D4? 

Прикрепили опрос, чтобы узнать, кого больше.",32
"🚉 Троицкая линия станет самой длинной линией московского метро за пределами МКАД. Мы создаем ее с запасом провозной способности на десятилетия вперед.

К 2030 году на линии будут работать 17 станций. Они соединят городской округ Троицк с центром столицы.

Для максимального комфорта пассажиров Троицкой линии уже сейчас создают все необходимые элементы инфраструктуры. Например, станции «Новаторская» Троицкой и Большой кольцевой линий соединяют 2 перехода. В первом установлено 4 эскалатора, а во втором — 6: это рекорд для московского метро по количеству эскалаторов в одном наклоне.",64
"🤓 А вы знали, что Московское метро в разное время изображали на иностранных марках?

В 2012 году в Центральноафриканской республике вышла серия под названием «Metro de Moscou». На марках изображены скульптуры, украшающие станции «Площадь революции» и «Партизанская»: «Птичница с курицей и петухом», «Стахановец с отбойным молотком», «Мать с ребенком», «Краснофлотец», «Партизаны» и «Пограничник с собакой».

К 200-летию железнодорожных путей сообщения памятную серию выпустили в стране в Карибском море Сент-Винсент и Гренадины: на марках изобразили метро Москвы, Мехико, Гонконга и других городов. В серии из шести марок Коморских островов также присутствует московский метрополитен.",25
